2025-10-11 15:23:56 EEST | INFO     | trading_bot | Database initialized at data/trading_bot.db
2025-10-11 15:24:45 EEST | INFO     | trading_bot | Downloading historical klines for VETUSDT 15m from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:45.873384+00:00 (1 days)
2025-10-11 15:24:46 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - VETUSDT 15m
2025-10-11 15:24:46 EEST | INFO     | trading_bot | Saved 1 klines for VETUSDT 15m
2025-10-11 15:24:46 EEST | INFO     | trading_bot |   [2/4] 🔄 VETUSDT 1h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:46 EEST | INFO     | trading_bot | Downloading historical klines for VETUSDT 1h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:45.873384+00:00 (1 days)
2025-10-11 15:24:46 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - VETUSDT 1h
2025-10-11 15:24:46 EEST | INFO     | trading_bot | Saved 0 klines for VETUSDT 1h
2025-10-11 15:24:46 EEST | INFO     | trading_bot |   [3/4] 🔄 VETUSDT 4h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:46 EEST | INFO     | trading_bot | Downloading historical klines for VETUSDT 4h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:45.873384+00:00 (1 days)
2025-10-11 15:24:46 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - VETUSDT 4h
2025-10-11 15:24:46 EEST | INFO     | trading_bot | Saved 0 klines for VETUSDT 4h
2025-10-11 15:24:46 EEST | INFO     | trading_bot |   [4/4] 🔄 VETUSDT 1d - gap detected, updating from 2025-10-11 00:01
2025-10-11 15:24:46 EEST | INFO     | trading_bot | Downloading historical klines for VETUSDT 1d from 2025-10-11 00:01:00+00:00 to 2025-10-11 12:24:45.873384+00:00 (1 days)
2025-10-11 15:24:47 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - VETUSDT 1d
2025-10-11 15:24:47 EEST | INFO     | trading_bot | Saved 0 klines for VETUSDT 1d
2025-10-11 15:24:47 EEST | INFO     | trading_bot | ✓ VETUSDT loaded and ready for analysis
2025-10-11 15:24:47 EEST | INFO     | trading_bot | ✅ VETUSDT ready for analysis (20 symbols analyzing)
2025-10-11 15:24:47 EEST | INFO     | trading_bot | [21/439] Checking NEOUSDT... (4.8%)
2025-10-11 15:24:47 EEST | INFO     | trading_bot |   [1/4] 🔄 NEOUSDT 15m - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:47 EEST | INFO     | trading_bot | Downloading historical klines for NEOUSDT 15m from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:47.353562+00:00 (1 days)
2025-10-11 15:24:47 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - NEOUSDT 15m
2025-10-11 15:24:47 EEST | INFO     | trading_bot | Saved 1 klines for NEOUSDT 15m
2025-10-11 15:24:47 EEST | INFO     | trading_bot |   [2/4] 🔄 NEOUSDT 1h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:47 EEST | INFO     | trading_bot | Downloading historical klines for NEOUSDT 1h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:47.353562+00:00 (1 days)
2025-10-11 15:24:47 EEST | INFO     | trading_bot | 📊 Loading: 20/439 (4.6%) | Queue: 0 ready | Ready: 20 symbols | Failed: 0 | 15 strategies | 0 signals | Rate: 7.6%
2025-10-11 15:24:48 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - NEOUSDT 1h
2025-10-11 15:24:48 EEST | INFO     | trading_bot | Saved 0 klines for NEOUSDT 1h
2025-10-11 15:24:48 EEST | INFO     | trading_bot |   [3/4] 🔄 NEOUSDT 4h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:48 EEST | INFO     | trading_bot | Downloading historical klines for NEOUSDT 4h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:47.353562+00:00 (1 days)
2025-10-11 15:24:48 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - NEOUSDT 4h
2025-10-11 15:24:48 EEST | INFO     | trading_bot | Saved 0 klines for NEOUSDT 4h
2025-10-11 15:24:48 EEST | INFO     | trading_bot |   [4/4] 🔄 NEOUSDT 1d - gap detected, updating from 2025-10-11 00:01
2025-10-11 15:24:48 EEST | INFO     | trading_bot | Downloading historical klines for NEOUSDT 1d from 2025-10-11 00:01:00+00:00 to 2025-10-11 12:24:47.353562+00:00 (1 days)
2025-10-11 15:24:48 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - NEOUSDT 1d
2025-10-11 15:24:48 EEST | INFO     | trading_bot | Saved 0 klines for NEOUSDT 1d
2025-10-11 15:24:48 EEST | INFO     | trading_bot | ✓ NEOUSDT loaded and ready for analysis
2025-10-11 15:24:48 EEST | INFO     | trading_bot | ✅ NEOUSDT ready for analysis (21 symbols analyzing)
2025-10-11 15:24:48 EEST | INFO     | trading_bot | [22/439] Checking QTUMUSDT... (5.0%)
2025-10-11 15:24:48 EEST | INFO     | trading_bot |   [1/4] 🔄 QTUMUSDT 15m - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:48 EEST | INFO     | trading_bot | Downloading historical klines for QTUMUSDT 15m from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:48.871974+00:00 (1 days)
2025-10-11 15:24:49 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - QTUMUSDT 15m
2025-10-11 15:24:49 EEST | INFO     | trading_bot | Saved 1 klines for QTUMUSDT 15m
2025-10-11 15:24:49 EEST | INFO     | trading_bot |   [2/4] 🔄 QTUMUSDT 1h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:49 EEST | INFO     | trading_bot | Downloading historical klines for QTUMUSDT 1h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:48.871974+00:00 (1 days)
2025-10-11 15:24:49 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - QTUMUSDT 1h
2025-10-11 15:24:49 EEST | INFO     | trading_bot | Saved 0 klines for QTUMUSDT 1h
2025-10-11 15:24:49 EEST | INFO     | trading_bot |   [3/4] 🔄 QTUMUSDT 4h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:49 EEST | INFO     | trading_bot | Downloading historical klines for QTUMUSDT 4h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:48.871974+00:00 (1 days)
2025-10-11 15:24:49 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - QTUMUSDT 4h
2025-10-11 15:24:49 EEST | INFO     | trading_bot | Saved 0 klines for QTUMUSDT 4h
2025-10-11 15:24:49 EEST | INFO     | trading_bot |   [4/4] 🔄 QTUMUSDT 1d - gap detected, updating from 2025-10-11 00:01
2025-10-11 15:24:49 EEST | INFO     | trading_bot | Downloading historical klines for QTUMUSDT 1d from 2025-10-11 00:01:00+00:00 to 2025-10-11 12:24:48.871974+00:00 (1 days)
2025-10-11 15:24:50 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - QTUMUSDT 1d
2025-10-11 15:24:50 EEST | INFO     | trading_bot | Saved 0 klines for QTUMUSDT 1d
2025-10-11 15:24:50 EEST | INFO     | trading_bot | ✓ QTUMUSDT loaded and ready for analysis
2025-10-11 15:24:50 EEST | INFO     | trading_bot | ✅ QTUMUSDT ready for analysis (22 symbols analyzing)
2025-10-11 15:24:50 EEST | INFO     | trading_bot | [23/439] Checking IOSTUSDT... (5.2%)
2025-10-11 15:24:50 EEST | INFO     | trading_bot |   [1/4] 🔄 IOSTUSDT 15m - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:50 EEST | INFO     | trading_bot | Downloading historical klines for IOSTUSDT 15m from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:50.322979+00:00 (1 days)
2025-10-11 15:24:50 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - IOSTUSDT 15m
2025-10-11 15:24:50 EEST | INFO     | trading_bot | Saved 1 klines for IOSTUSDT 15m
2025-10-11 15:24:50 EEST | INFO     | trading_bot |   [2/4] 🔄 IOSTUSDT 1h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:50 EEST | INFO     | trading_bot | Downloading historical klines for IOSTUSDT 1h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:50.322979+00:00 (1 days)
2025-10-11 15:24:51 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - IOSTUSDT 1h
2025-10-11 15:24:51 EEST | INFO     | trading_bot | Saved 0 klines for IOSTUSDT 1h
2025-10-11 15:24:51 EEST | INFO     | trading_bot |   [3/4] 🔄 IOSTUSDT 4h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:51 EEST | INFO     | trading_bot | Downloading historical klines for IOSTUSDT 4h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:50.322979+00:00 (1 days)
2025-10-11 15:24:51 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - IOSTUSDT 4h
2025-10-11 15:24:51 EEST | INFO     | trading_bot | Saved 0 klines for IOSTUSDT 4h
2025-10-11 15:24:51 EEST | INFO     | trading_bot |   [4/4] 🔄 IOSTUSDT 1d - gap detected, updating from 2025-10-11 00:01
2025-10-11 15:24:51 EEST | INFO     | trading_bot | Downloading historical klines for IOSTUSDT 1d from 2025-10-11 00:01:00+00:00 to 2025-10-11 12:24:50.322979+00:00 (1 days)
2025-10-11 15:24:51 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - IOSTUSDT 1d
2025-10-11 15:24:51 EEST | INFO     | trading_bot | Saved 0 klines for IOSTUSDT 1d
2025-10-11 15:24:51 EEST | INFO     | trading_bot | ✓ IOSTUSDT loaded and ready for analysis
2025-10-11 15:24:51 EEST | INFO     | trading_bot | ✅ IOSTUSDT ready for analysis (23 symbols analyzing)
2025-10-11 15:24:51 EEST | INFO     | trading_bot | [24/439] Checking THETAUSDT... (5.5%)
2025-10-11 15:24:51 EEST | INFO     | trading_bot |   [1/4] 🔄 THETAUSDT 15m - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:51 EEST | INFO     | trading_bot | Downloading historical klines for THETAUSDT 15m from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:51.838914+00:00 (1 days)
2025-10-11 15:24:52 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - THETAUSDT 15m
2025-10-11 15:24:52 EEST | INFO     | trading_bot | Saved 1 klines for THETAUSDT 15m
2025-10-11 15:24:52 EEST | INFO     | trading_bot |   [2/4] 🔄 THETAUSDT 1h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:52 EEST | INFO     | trading_bot | Downloading historical klines for THETAUSDT 1h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:51.838914+00:00 (1 days)
2025-10-11 15:24:52 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - THETAUSDT 1h
2025-10-11 15:24:52 EEST | INFO     | trading_bot | Saved 0 klines for THETAUSDT 1h
2025-10-11 15:24:52 EEST | INFO     | trading_bot |   [3/4] 🔄 THETAUSDT 4h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:52 EEST | INFO     | trading_bot | Downloading historical klines for THETAUSDT 4h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:51.838914+00:00 (1 days)
2025-10-11 15:24:52 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - THETAUSDT 4h
2025-10-11 15:24:52 EEST | INFO     | trading_bot | Saved 0 klines for THETAUSDT 4h
2025-10-11 15:24:52 EEST | INFO     | trading_bot |   [4/4] 🔄 THETAUSDT 1d - gap detected, updating from 2025-10-11 00:01
2025-10-11 15:24:52 EEST | INFO     | trading_bot | Downloading historical klines for THETAUSDT 1d from 2025-10-11 00:01:00+00:00 to 2025-10-11 12:24:51.838914+00:00 (1 days)
2025-10-11 15:24:53 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - THETAUSDT 1d
2025-10-11 15:24:53 EEST | INFO     | trading_bot | Saved 0 klines for THETAUSDT 1d
2025-10-11 15:24:53 EEST | INFO     | trading_bot | ✓ THETAUSDT loaded and ready for analysis
2025-10-11 15:24:53 EEST | INFO     | trading_bot | ✅ THETAUSDT ready for analysis (24 symbols analyzing)
2025-10-11 15:24:53 EEST | INFO     | trading_bot | [25/439] Checking ALGOUSDT... (5.7%)
2025-10-11 15:24:53 EEST | INFO     | trading_bot |   [1/4] 🔄 ALGOUSDT 15m - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:53 EEST | INFO     | trading_bot | Downloading historical klines for ALGOUSDT 15m from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:53.319717+00:00 (1 days)
2025-10-11 15:24:53 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - ALGOUSDT 15m
2025-10-11 15:24:53 EEST | INFO     | trading_bot | Saved 1 klines for ALGOUSDT 15m
2025-10-11 15:24:53 EEST | INFO     | trading_bot |   [2/4] 🔄 ALGOUSDT 1h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:53 EEST | INFO     | trading_bot | Downloading historical klines for ALGOUSDT 1h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:53.319717+00:00 (1 days)
2025-10-11 15:24:54 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - ALGOUSDT 1h
2025-10-11 15:24:54 EEST | INFO     | trading_bot | Saved 0 klines for ALGOUSDT 1h
2025-10-11 15:24:54 EEST | INFO     | trading_bot |   [3/4] 🔄 ALGOUSDT 4h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:54 EEST | INFO     | trading_bot | Downloading historical klines for ALGOUSDT 4h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:53.319717+00:00 (1 days)
2025-10-11 15:24:54 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - ALGOUSDT 4h
2025-10-11 15:24:54 EEST | INFO     | trading_bot | Saved 0 klines for ALGOUSDT 4h
2025-10-11 15:24:54 EEST | INFO     | trading_bot |   [4/4] 🔄 ALGOUSDT 1d - gap detected, updating from 2025-10-11 00:01
2025-10-11 15:24:54 EEST | INFO     | trading_bot | Downloading historical klines for ALGOUSDT 1d from 2025-10-11 00:01:00+00:00 to 2025-10-11 12:24:53.319717+00:00 (1 days)
2025-10-11 15:24:54 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - ALGOUSDT 1d
2025-10-11 15:24:54 EEST | INFO     | trading_bot | Saved 0 klines for ALGOUSDT 1d
2025-10-11 15:24:54 EEST | INFO     | trading_bot | ✓ ALGOUSDT loaded and ready for analysis
2025-10-11 15:24:54 EEST | INFO     | trading_bot | ✅ ALGOUSDT ready for analysis (25 symbols analyzing)
2025-10-11 15:24:54 EEST | INFO     | trading_bot | [26/439] Checking ZILUSDT... (5.9%)
2025-10-11 15:24:54 EEST | INFO     | trading_bot |   [1/4] 🔄 ZILUSDT 15m - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:54 EEST | INFO     | trading_bot | Downloading historical klines for ZILUSDT 15m from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:54.777806+00:00 (1 days)
2025-10-11 15:24:55 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - ZILUSDT 15m
2025-10-11 15:24:55 EEST | INFO     | trading_bot | Saved 1 klines for ZILUSDT 15m
2025-10-11 15:24:55 EEST | INFO     | trading_bot |   [2/4] 🔄 ZILUSDT 1h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:55 EEST | INFO     | trading_bot | Downloading historical klines for ZILUSDT 1h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:54.777806+00:00 (1 days)
2025-10-11 15:24:55 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - ZILUSDT 1h
2025-10-11 15:24:55 EEST | INFO     | trading_bot | Saved 0 klines for ZILUSDT 1h
2025-10-11 15:24:55 EEST | INFO     | trading_bot |   [3/4] 🔄 ZILUSDT 4h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:55 EEST | INFO     | trading_bot | Downloading historical klines for ZILUSDT 4h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:54.777806+00:00 (1 days)
2025-10-11 15:24:55 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - ZILUSDT 4h
2025-10-11 15:24:55 EEST | INFO     | trading_bot | Saved 0 klines for ZILUSDT 4h
2025-10-11 15:24:55 EEST | INFO     | trading_bot |   [4/4] 🔄 ZILUSDT 1d - gap detected, updating from 2025-10-11 00:01
2025-10-11 15:24:55 EEST | INFO     | trading_bot | Downloading historical klines for ZILUSDT 1d from 2025-10-11 00:01:00+00:00 to 2025-10-11 12:24:54.777806+00:00 (1 days)
2025-10-11 15:24:56 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - ZILUSDT 1d
2025-10-11 15:24:56 EEST | INFO     | trading_bot | Saved 0 klines for ZILUSDT 1d
2025-10-11 15:24:56 EEST | INFO     | trading_bot | ✓ ZILUSDT loaded and ready for analysis
2025-10-11 15:24:56 EEST | INFO     | trading_bot | ✅ ZILUSDT ready for analysis (26 symbols analyzing)
2025-10-11 15:24:56 EEST | INFO     | trading_bot | [27/439] Checking KNCUSDT... (6.2%)
2025-10-11 15:24:56 EEST | INFO     | trading_bot |   [1/4] 🔄 KNCUSDT 15m - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:56 EEST | INFO     | trading_bot | Downloading historical klines for KNCUSDT 15m from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:56.263773+00:00 (1 days)
2025-10-11 15:24:56 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - KNCUSDT 15m
2025-10-11 15:24:56 EEST | INFO     | trading_bot | Saved 1 klines for KNCUSDT 15m
2025-10-11 15:24:56 EEST | INFO     | trading_bot |   [2/4] 🔄 KNCUSDT 1h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:56 EEST | INFO     | trading_bot | Downloading historical klines for KNCUSDT 1h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:56.263773+00:00 (1 days)
2025-10-11 15:24:56 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - KNCUSDT 1h
2025-10-11 15:24:56 EEST | INFO     | trading_bot | Saved 0 klines for KNCUSDT 1h
2025-10-11 15:24:57 EEST | INFO     | trading_bot |   [3/4] 🔄 KNCUSDT 4h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:57 EEST | INFO     | trading_bot | Downloading historical klines for KNCUSDT 4h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:56.263773+00:00 (1 days)
2025-10-11 15:24:57 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - KNCUSDT 4h
2025-10-11 15:24:57 EEST | INFO     | trading_bot | Saved 0 klines for KNCUSDT 4h
2025-10-11 15:24:57 EEST | INFO     | trading_bot |   [4/4] 🔄 KNCUSDT 1d - gap detected, updating from 2025-10-11 00:01
2025-10-11 15:24:57 EEST | INFO     | trading_bot | Downloading historical klines for KNCUSDT 1d from 2025-10-11 00:01:00+00:00 to 2025-10-11 12:24:56.263773+00:00 (1 days)
2025-10-11 15:24:57 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - KNCUSDT 1d
2025-10-11 15:24:57 EEST | INFO     | trading_bot | Saved 0 klines for KNCUSDT 1d
2025-10-11 15:24:57 EEST | INFO     | trading_bot | ✓ KNCUSDT loaded and ready for analysis
2025-10-11 15:24:57 EEST | INFO     | trading_bot | ✅ KNCUSDT ready for analysis (27 symbols analyzing)
2025-10-11 15:24:57 EEST | INFO     | trading_bot | [28/439] Checking ZRXUSDT... (6.4%)
2025-10-11 15:24:57 EEST | INFO     | trading_bot |   [1/4] 🔄 ZRXUSDT 15m - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:57 EEST | INFO     | trading_bot | Downloading historical klines for ZRXUSDT 15m from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:57.706929+00:00 (1 days)
2025-10-11 15:24:57 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - ZRXUSDT 15m
2025-10-11 15:24:57 EEST | INFO     | trading_bot | Saved 1 klines for ZRXUSDT 15m
2025-10-11 15:24:58 EEST | INFO     | trading_bot |   [2/4] 🔄 ZRXUSDT 1h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:58 EEST | INFO     | trading_bot | Downloading historical klines for ZRXUSDT 1h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:57.706929+00:00 (1 days)
2025-10-11 15:24:58 EEST | INFO     | trading_bot | 📊 Loading: 27/439 (6.2%) | Queue: 0 ready | Ready: 27 symbols | Failed: 0 | 15 strategies | 0 signals | Rate: 10.2%
2025-10-11 15:24:58 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - ZRXUSDT 1h
2025-10-11 15:24:58 EEST | INFO     | trading_bot | Saved 0 klines for ZRXUSDT 1h
2025-10-11 15:24:58 EEST | INFO     | trading_bot |   [3/4] 🔄 ZRXUSDT 4h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:58 EEST | INFO     | trading_bot | Downloading historical klines for ZRXUSDT 4h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:57.706929+00:00 (1 days)
2025-10-11 15:24:58 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - ZRXUSDT 4h
2025-10-11 15:24:58 EEST | INFO     | trading_bot | Saved 0 klines for ZRXUSDT 4h
2025-10-11 15:24:58 EEST | INFO     | trading_bot |   [4/4] 🔄 ZRXUSDT 1d - gap detected, updating from 2025-10-11 00:01
2025-10-11 15:24:58 EEST | INFO     | trading_bot | Downloading historical klines for ZRXUSDT 1d from 2025-10-11 00:01:00+00:00 to 2025-10-11 12:24:57.706929+00:00 (1 days)
2025-10-11 15:24:59 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - ZRXUSDT 1d
2025-10-11 15:24:59 EEST | INFO     | trading_bot | Saved 0 klines for ZRXUSDT 1d
2025-10-11 15:24:59 EEST | INFO     | trading_bot | ✓ ZRXUSDT loaded and ready for analysis
2025-10-11 15:24:59 EEST | INFO     | trading_bot | ✅ ZRXUSDT ready for analysis (28 symbols analyzing)
2025-10-11 15:24:59 EEST | INFO     | trading_bot | [29/439] Checking COMPUSDT... (6.6%)
2025-10-11 15:24:59 EEST | INFO     | trading_bot |   [1/4] 🔄 COMPUSDT 15m - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:59 EEST | INFO     | trading_bot | Downloading historical klines for COMPUSDT 15m from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:59.193090+00:00 (1 days)
2025-10-11 15:24:59 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - COMPUSDT 15m
2025-10-11 15:24:59 EEST | INFO     | trading_bot | Saved 1 klines for COMPUSDT 15m
2025-10-11 15:24:59 EEST | INFO     | trading_bot |   [2/4] 🔄 COMPUSDT 1h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:59 EEST | INFO     | trading_bot | Downloading historical klines for COMPUSDT 1h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:59.193090+00:00 (1 days)
2025-10-11 15:24:59 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - COMPUSDT 1h
2025-10-11 15:24:59 EEST | INFO     | trading_bot | Saved 0 klines for COMPUSDT 1h
2025-10-11 15:25:00 EEST | INFO     | trading_bot |   [3/4] 🔄 COMPUSDT 4h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:25:00 EEST | INFO     | trading_bot | Downloading historical klines for COMPUSDT 4h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:59.193090+00:00 (1 days)
2025-10-11 15:25:00 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - COMPUSDT 4h
2025-10-11 15:25:00 EEST | INFO     | trading_bot | Saved 0 klines for COMPUSDT 4h
2025-10-11 15:25:00 EEST | INFO     | trading_bot |   [4/4] 🔄 COMPUSDT 1d - gap detected, updating from 2025-10-11 00:01
2025-10-11 15:25:00 EEST | INFO     | trading_bot | Downloading historical klines for COMPUSDT 1d from 2025-10-11 00:01:00+00:00 to 2025-10-11 12:24:59.193090+00:00 (1 days)
2025-10-11 15:25:00 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - COMPUSDT 1d
2025-10-11 15:25:00 EEST | INFO     | trading_bot | Saved 0 klines for COMPUSDT 1d
2025-10-11 15:25:00 EEST | INFO     | trading_bot | ✓ COMPUSDT loaded and ready for analysis
2025-10-11 15:25:00 EEST | INFO     | trading_bot | ✅ COMPUSDT ready for analysis (29 symbols analyzing)
2025-10-11 15:25:00 EEST | INFO     | trading_bot | [30/439] Checking DOGEUSDT... (6.8%)
2025-10-11 15:25:00 EEST | INFO     | trading_bot |   [1/4] 🔄 DOGEUSDT 15m - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:25:00 EEST | INFO     | trading_bot | Downloading historical klines for DOGEUSDT 15m from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:25:00.709101+00:00 (1 days)
2025-10-11 15:25:00 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - DOGEUSDT 15m
2025-10-11 15:25:00 EEST | INFO     | trading_bot | Saved 1 klines for DOGEUSDT 15m
2025-10-11 15:25:01 EEST | INFO     | trading_bot |   [2/4] 🔄 DOGEUSDT 1h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:25:01 EEST | INFO     | trading_bot | Downloading historical klines for DOGEUSDT 1h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:25:00.709101+00:00 (1 days)
2025-10-11 15:25:01 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - DOGEUSDT 1h
2025-10-11 15:25:01 EEST | INFO     | trading_bot | Saved 0 klines for DOGEUSDT 1h
2025-10-11 15:25:01 EEST | INFO     | trading_bot |   [3/4] 🔄 DOGEUSDT 4h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:25:01 EEST | INFO     | trading_bot | Downloading historical klines for DOGEUSDT 4h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:25:00.709101+00:00 (1 days)
2025-10-11 15:25:01 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - DOGEUSDT 4h
2025-10-11 15:25:01 EEST | INFO     | trading_bot | Saved 0 klines for DOGEUSDT 4h
2025-10-11 15:25:01 EEST | INFO     | trading_bot |   [4/4] 🔄 DOGEUSDT 1d - gap detected, updating from 2025-10-11 00:01
2025-10-11 15:25:01 EEST | INFO     | trading_bot | Downloading historical klines for DOGEUSDT 1d from 2025-10-11 00:01:00+00:00 to 2025-10-11 12:25:00.709101+00:00 (1 days)
2025-10-11 15:25:02 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - DOGEUSDT 1d
2025-10-11 15:25:02 EEST | INFO     | trading_bot | Saved 0 klines for DOGEUSDT 1d
2025-10-11 15:25:02 EEST | INFO     | trading_bot | ✓ DOGEUSDT loaded and ready for analysis
2025-10-11 15:25:02 EEST | INFO     | trading_bot | ✅ DOGEUSDT ready for analysis (30 symbols analyzing)
2025-10-11 15:25:02 EEST | INFO     | trading_bot | [31/439] Checking SXPUSDT... (7.1%)
2025-10-11 15:25:02 EEST | INFO     | trading_bot |   [1/4] 🔄 SXPUSDT 15m - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:25:02 EEST | INFO     | trading_bot | Downloading historical klines for SXPUSDT 15m from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:25:02.194652+00:00 (1 days)
