2025-10-21 02:56:02 EEST | INFO     | trading_bot | ⚡ BTCUSDT caught up and ready
2025-10-21 02:56:59 EEST | INFO     | trading_bot | ⚡ MUSDT caught up and ready
2025-10-21 02:56:59 EEST | INFO     | trading_bot | ✅ POLUSDT ready for analysis (112 symbols analyzing)
2025-10-21 02:56:59 EEST | INFO     | trading_bot | ⚡ PUMPUSDT caught up and ready
2025-10-21 02:57:00 EEST | INFO     | trading_bot | ✅ 1MBABYDOGEUSDT ready for analysis (113 symbols analyzing)
2025-10-21 02:57:00 EEST | INFO     | trading_bot | ⚡ CROSSUSDT caught up and ready
2025-10-21 02:57:00 EEST | INFO     | trading_bot | ✅ NEIROUSDT ready for analysis (114 symbols analyzing)
2025-10-21 02:57:00 EEST | INFO     | trading_bot | ⚡ CUSDT caught up and ready
2025-10-21 02:57:01 EEST | INFO     | trading_bot | ✅ EIGENUSDT ready for analysis (115 symbols analyzing)
2025-10-21 02:57:01 EEST | INFO     | trading_bot | ⚡ TAUSDT caught up and ready
2025-10-21 02:57:01 EEST | INFO     | trading_bot | ✅ MOODENGUSDT ready for analysis (116 symbols analyzing)
2025-10-21 02:57:01 EEST | INFO     | trading_bot | ⚡ ZORAUSDT caught up and ready
2025-10-21 02:57:02 EEST | INFO     | trading_bot | ✅ PNUTUSDT ready for analysis (117 symbols analyzing)
2025-10-21 02:57:02 EEST | INFO     | trading_bot | ⚡ TREEUSDT caught up and ready
2025-10-21 02:57:02 EEST | INFO     | trading_bot | ✅ BANUSDT ready for analysis (118 symbols analyzing)
2025-10-21 02:57:02 EEST | INFO     | trading_bot | ⚡ TOWNSUSDT caught up and ready
2025-10-21 02:57:03 EEST | INFO     | trading_bot | ✅ MORPHOUSDT ready for analysis (119 symbols analyzing)
2025-10-21 02:57:03 EEST | INFO     | trading_bot | ⚡ PROVEUSDT caught up and ready
2025-10-21 02:57:03 EEST | INFO     | trading_bot | ✅ AEROUSDT ready for analysis (120 symbols analyzing)
2025-10-21 02:57:03 EEST | INFO     | trading_bot | ⚡ INUSDT caught up and ready
2025-10-21 02:57:04 EEST | INFO     | trading_bot | ✅ RAYSOLUSDT ready for analysis (121 symbols analyzing)
2025-10-21 02:57:04 EEST | INFO     | trading_bot | ⚡ USELESSUSDT caught up and ready
2025-10-21 02:57:05 EEST | INFO     | trading_bot | ✅ VIRTUALUSDT ready for analysis (122 symbols analyzing)
2025-10-21 02:57:05 EEST | INFO     | trading_bot | ⚡ XPLUSDT caught up and ready
2025-10-21 02:57:05 EEST | INFO     | trading_bot | ✅ SPXUSDT ready for analysis (123 symbols analyzing)
2025-10-21 02:57:05 EEST | INFO     | trading_bot | ⚡ WLFIUSDT caught up and ready
2025-10-21 02:57:06 EEST | INFO     | trading_bot | ✅ DEGOUSDT ready for analysis (124 symbols analyzing)
2025-10-21 02:57:06 EEST | INFO     | trading_bot | ⚡ SOMIUSDT caught up and ready
2025-10-21 02:57:06 EEST | INFO     | trading_bot | ✅ PENGUUSDT ready for analysis (125 symbols analyzing)
2025-10-21 02:57:06 EEST | INFO     | trading_bot | ⚡ BASUSDT caught up and ready
2025-10-21 02:57:07 EEST | INFO     | trading_bot | ✅ AIXBTUSDT ready for analysis (126 symbols analyzing)
2025-10-21 02:57:07 EEST | INFO     | trading_bot | ⚡ BTRUSDT caught up and ready
2025-10-21 02:57:07 EEST | INFO     | trading_bot | ✅ FARTCOINUSDT ready for analysis (127 symbols analyzing)
2025-10-21 02:57:07 EEST | INFO     | trading_bot | ⚡ MITOUSDT caught up and ready
2025-10-21 02:57:08 EEST | INFO     | trading_bot | ✅ AI16ZUSDT ready for analysis (128 symbols analyzing)
2025-10-21 02:57:08 EEST | INFO     | trading_bot | ⚡ HEMIUSDT caught up and ready
2025-10-21 02:57:08 EEST | INFO     | trading_bot | ✅ ZEREBROUSDT ready for analysis (129 symbols analyzing)
2025-10-21 02:57:08 EEST | INFO     | trading_bot | ⚡ LINEAUSDT caught up and ready
2025-10-21 02:57:09 EEST | INFO     | trading_bot | ✅ BIOUSDT ready for analysis (130 symbols analyzing)
2025-10-21 02:57:09 EEST | INFO     | trading_bot | ⚡ QUSDT caught up and ready
2025-10-21 02:57:09 EEST | INFO     | trading_bot | ✅ SUSDT ready for analysis (131 symbols analyzing)
2025-10-21 02:57:09 EEST | INFO     | trading_bot | ⚡ PTBUSDT caught up and ready
2025-10-21 02:57:10 EEST | INFO     | trading_bot | ✅ TRUMPUSDT ready for analysis (132 symbols analyzing)
2025-10-21 02:57:10 EEST | INFO     | trading_bot | ⚡ OPENUSDT caught up and ready
2025-10-21 02:57:10 EEST | INFO     | trading_bot | ✅ PIPPINUSDT ready for analysis (133 symbols analyzing)
2025-10-21 02:57:10 EEST | INFO     | trading_bot | ⚡ AVNTUSDT caught up and ready
2025-10-21 02:57:11 EEST | INFO     | trading_bot | ✅ BERAUSDT ready for analysis (134 symbols analyzing)
2025-10-21 02:57:11 EEST | INFO     | trading_bot | ⚡ HOLOUSDT caught up and ready
2025-10-21 02:57:11 EEST | INFO     | trading_bot | ✅ IPUSDT ready for analysis (135 symbols analyzing)
2025-10-21 02:57:11 EEST | INFO     | trading_bot | ⚡ XPINUSDT caught up and ready
2025-10-21 02:57:12 EEST | INFO     | trading_bot | ✅ KAITOUSDT ready for analysis (136 symbols analyzing)
2025-10-21 02:57:12 EEST | INFO     | trading_bot | ⚡ UBUSDT caught up and ready
2025-10-21 02:57:12 EEST | INFO     | trading_bot | ✅ FORMUSDT ready for analysis (137 symbols analyzing)
2025-10-21 02:57:12 EEST | INFO     | trading_bot | ⚡ ZKCUSDT caught up and ready
2025-10-21 02:57:13 EEST | INFO     | trading_bot | ✅ PLUMEUSDT ready for analysis (138 symbols analyzing)
2025-10-21 02:57:13 EEST | INFO     | trading_bot | ⚡ STBLUSDT caught up and ready
2025-10-21 02:57:13 EEST | INFO     | trading_bot | ✅ NILUSDT ready for analysis (139 symbols analyzing)
2025-10-21 02:57:13 EEST | INFO     | trading_bot | ⚡ 0GUSDT caught up and ready
2025-10-21 02:57:14 EEST | INFO     | trading_bot | ✅ PAXGUSDT ready for analysis (140 symbols analyzing)
2025-10-21 02:57:14 EEST | INFO     | trading_bot | ⚡ AIAUSDT caught up and ready
2025-10-21 02:57:14 EEST | INFO     | trading_bot | ✅ WALUSDT ready for analysis (141 symbols analyzing)
2025-10-21 02:57:14 EEST | INFO     | trading_bot | ⚡ BARDUSDT caught up and ready
2025-10-21 02:57:15 EEST | INFO     | trading_bot | ✅ MLNUSDT ready for analysis (142 symbols analyzing)
2025-10-21 02:57:15 EEST | INFO     | trading_bot | ⚡ ASTERUSDT caught up and ready
2025-10-21 02:57:15 EEST | INFO     | trading_bot | ✅ ATHUSDT ready for analysis (143 symbols analyzing)
2025-10-21 02:57:15 EEST | INFO     | trading_bot | ⚡ BLESSUSDT caught up and ready
2025-10-21 02:57:16 EEST | INFO     | trading_bot | ✅ STOUSDT ready for analysis (144 symbols analyzing)
2025-10-21 02:57:16 EEST | INFO     | trading_bot | ⚡ COAIUSDT caught up and ready
2025-10-21 02:57:16 EEST | INFO     | trading_bot | ✅ BANKUSDT ready for analysis (145 symbols analyzing)
2025-10-21 02:57:16 EEST | INFO     | trading_bot | ⚡ HANAUSDT caught up and ready
2025-10-21 02:57:17 EEST | INFO     | trading_bot | ✅ PUNDIXUSDT ready for analysis (146 symbols analyzing)
2025-10-21 02:57:17 EEST | INFO     | trading_bot | ⚡ MIRAUSDT caught up and ready
2025-10-21 02:57:17 EEST | INFO     | trading_bot | ✅ B2USDT ready for analysis (147 symbols analyzing)
2025-10-21 02:57:17 EEST | INFO     | trading_bot | ⚡ LIGHTUSDT caught up and ready
2025-10-21 02:57:18 EEST | INFO     | trading_bot | ✅ SYRUPUSDT ready for analysis (148 symbols analyzing)
2025-10-21 02:57:18 EEST | INFO     | trading_bot | ⚡ XANUSDT caught up and ready
2025-10-21 02:57:18 EEST | INFO     | trading_bot | ✅ DOODUSDT ready for analysis (149 symbols analyzing)
2025-10-21 02:57:18 EEST | INFO     | trading_bot | ⚡ FFUSDT caught up and ready
2025-10-21 02:57:19 EEST | INFO     | trading_bot | ✅ OGUSDT ready for analysis (150 symbols analyzing)
2025-10-21 02:57:19 EEST | INFO     | trading_bot | ⚡ VFYUSDT caught up and ready
2025-10-21 02:57:19 EEST | INFO     | trading_bot | ✅ NXPCUSDT ready for analysis (151 symbols analyzing)
2025-10-21 02:57:19 EEST | INFO     | trading_bot | ⚡ EDENUSDT caught up and ready
2025-10-21 02:57:20 EEST | INFO     | trading_bot | ✅ AGTUSDT ready for analysis (152 symbols analyzing)
2025-10-21 02:57:20 EEST | INFO     | trading_bot | ⚡ NOMUSDT caught up and ready
2025-10-21 02:57:20 EEST | INFO     | trading_bot | ✅ SOONUSDT ready for analysis (153 symbols analyzing)
2025-10-21 02:57:20 EEST | INFO     | trading_bot | ⚡ TRUTHUSDT caught up and ready
2025-10-21 02:57:21 EEST | INFO     | trading_bot | ✅ HUMAUSDT ready for analysis (154 symbols analyzing)
2025-10-21 02:57:21 EEST | INFO     | trading_bot | ⚡ 2ZUSDT caught up and ready
2025-10-21 02:57:21 EEST | INFO     | trading_bot | ✅ MERLUSDT ready for analysis (155 symbols analyzing)
2025-10-21 02:57:21 EEST | INFO     | trading_bot | ⚡ EVAAUSDT caught up and ready
2025-10-21 02:57:22 EEST | INFO     | trading_bot | ✅ HYPEUSDT ready for analysis (156 symbols analyzing)
2025-10-21 02:57:22 EEST | INFO     | trading_bot | ⚡ LYNUSDT caught up and ready
2025-10-21 02:57:22 EEST | INFO     | trading_bot | ✅ BDXNUSDT ready for analysis (157 symbols analyzing)
2025-10-21 02:57:22 EEST | INFO     | trading_bot | ⚡ KGENUSDT caught up and ready
2025-10-21 02:57:23 EEST | INFO     | trading_bot | ✅ LAUSDT ready for analysis (158 symbols analyzing)
2025-10-21 02:57:23 EEST | INFO     | trading_bot | ⚡ 4USDT caught up and ready
2025-10-21 02:57:23 EEST | INFO     | trading_bot | ✅ MYXUSDT ready for analysis (159 symbols analyzing)
2025-10-21 02:57:23 EEST | INFO     | trading_bot | ⚡ GIGGLEUSDT caught up and ready
2025-10-21 02:57:24 EEST | INFO     | trading_bot | ✅ HUSDT ready for analysis (160 symbols analyzing)
2025-10-21 02:57:24 EEST | INFO     | trading_bot | ⚡ YBUSDT caught up and ready
2025-10-21 02:57:24 EEST | INFO     | trading_bot | ✅ MUSDT ready for analysis (161 symbols analyzing)
2025-10-21 02:57:24 EEST | INFO     | trading_bot | ⚡ METUSDT caught up and ready
2025-10-21 02:57:25 EEST | INFO     | trading_bot | ✅ PUMPUSDT ready for analysis (162 symbols analyzing)
2025-10-21 02:57:25 EEST | INFO     | trading_bot | ⚡ EULUSDT caught up and ready
2025-10-21 02:57:25 EEST | INFO     | trading_bot | ✅ CROSSUSDT ready for analysis (163 symbols analyzing)
2025-10-21 02:57:25 EEST | INFO     | trading_bot | ⚡ ENSOUSDT caught up and ready
2025-10-21 02:57:26 EEST | INFO     | trading_bot | ✅ CUSDT ready for analysis (164 symbols analyzing)
2025-10-21 02:57:26 EEST | INFO     | trading_bot | ⚡ CLOUSDT caught up and ready
2025-10-21 02:57:26 EEST | INFO     | trading_bot | ✅ TAUSDT ready for analysis (165 symbols analyzing)
2025-10-21 02:57:26 EEST | INFO     | trading_bot | ⚡ RECALLUSDT caught up and ready
2025-10-21 02:57:27 EEST | INFO     | trading_bot | ✅ ZORAUSDT ready for analysis (166 symbols analyzing)
2025-10-21 02:57:27 EEST | INFO     | trading_bot | ⚡ ZBTUSDT caught up and ready
2025-10-21 02:57:28 EEST | INFO     | trading_bot | ✅ TREEUSDT ready for analysis (167 symbols analyzing)
2025-10-21 02:57:28 EEST | INFO     | trading_bot | ⚡ LABUSDT caught up and ready
2025-10-21 02:57:28 EEST | INFO     | trading_bot | ✅ TOWNSUSDT ready for analysis (168 symbols analyzing)
2025-10-21 02:57:28 EEST | INFO     | trading_bot | ⚡ RIVERUSDT caught up and ready
2025-10-21 02:57:29 EEST | INFO     | trading_bot | ✅ PROVEUSDT ready for analysis (169 symbols analyzing)
2025-10-21 02:57:29 EEST | INFO     | trading_bot | ⚡ RVVUSDT caught up and ready
2025-10-21 02:57:29 EEST | INFO     | trading_bot | ✅ INUSDT ready for analysis (170 symbols analyzing)
2025-10-21 02:57:29 EEST | INFO     | trading_bot | ⚡ 币安人生USDT caught up and ready
2025-10-21 02:57:29 EEST | INFO     | trading_bot | ⚡ BURST CATCHUP finished: 220 success, 0 failed
📊 0 new symbols will be loaded by normal loader
