2025-10-15 08:08:15 EEST | INFO     | 🔍 АНАЛИЗ: RUNEUSDT | Режим: TREND | Bias: bearish
2025-10-15 08:08:16 EEST | INFO     | 📋 Проверка 16 стратегий...
2025-10-15 08:27:07 EEST | DEBUG    |   ⚪ Break & Retest → нет сигнала
2025-10-15 08:27:07 EEST | DEBUG    |   ⏭️  ATR Momentum - отключена
2025-10-15 08:27:07 EEST | DEBUG    |   ⏭️  VWAP Mean Reversion - отключена
2025-10-15 08:27:07 EEST | DEBUG    |   ⏭️  Range Fade - отключена
2025-10-15 08:27:07 EEST | DEBUG    |   🔍 Проверка: Volume Profile (15m)
2025-10-15 08:27:15 EEST | DEBUG    |     ❌ Цена не около VAH/VAL (расстояние > 0.3 ATR)
2025-10-15 08:27:15 EEST | DEBUG    |   ⚪ Volume Profile → нет сигнала
2025-10-15 08:27:15 EEST | DEBUG    |   ⏭️  RSI/Stoch MR - отключена
2025-10-15 08:27:15 EEST | DEBUG    |   🔍 Проверка: Liquidity Sweep (15m)
2025-10-15 08:27:15 EEST | DEBUG    |   ⚪ Liquidity Sweep → нет сигнала
2025-10-15 08:27:15 EEST | DEBUG    |   🔍 Проверка: Order Flow (15m)
2025-10-15 08:27:23 EEST | DEBUG    |     ❌ Объем низкий: 1.14x < 1.5x
2025-10-15 08:27:23 EEST | DEBUG    |   ⚪ Order Flow → нет сигнала
2025-10-15 08:27:23 EEST | DEBUG    |   ⏭️  CVD Divergence - отключена
2025-10-15 08:27:23 EEST | DEBUG    |   ⏭️  Time-of-Day - отключена
2025-10-15 08:27:23 EEST | DEBUG    |   🔍 Проверка: Cash-and-Carry (1h)
2025-10-15 08:27:23 EEST | DEBUG    |     ❌ Стратегия отключена: нет данных funding rate
2025-10-15 08:27:23 EEST | DEBUG    |   ⚪ Cash-and-Carry → нет сигнала
2025-10-15 08:27:23 EEST | DEBUG    |   ⏭️  Market Making - отключена
2025-10-15 08:27:23 EEST | INFO     | 📈 Итого: проверено 6, пропущено 10, сигналов 0
2025-10-15 08:27:23 EEST | INFO     | ⚪ Ни одна стратегия не дала сигнал
2025-10-15 08:27:24 EEST | INFO     | 
================================================================================
2025-10-15 08:27:24 EEST | INFO     | 🔍 АНАЛИЗ: PENDLEUSDT | Режим: TREND | Bias: bearish
2025-10-15 08:27:25 EEST | INFO     | 📋 Проверка 16 стратегий...
2025-10-15 08:27:25 EEST | DEBUG    |   ⏭️  Donchian Breakout - отключена
2025-10-15 08:27:25 EEST | DEBUG    |   ⏭️  Squeeze Breakout - отключена
2025-10-15 08:27:25 EEST | DEBUG    |   ⏭️  ORB/IRB - отключена
2025-10-15 08:27:25 EEST | DEBUG    |   🔍 Проверка: MA/VWAP Pullback (4h)
2025-10-15 08:27:25 EEST | DEBUG    |     ❌ Объем низкий: 0.19x < 0.72x (адаптивный)
2025-10-15 08:27:25 EEST | DEBUG    |   ⚪ MA/VWAP Pullback → нет сигнала
2025-10-15 08:27:25 EEST | DEBUG    |   🔍 Проверка: Break & Retest (15m)
2025-10-15 08:27:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -20: ADX слишком слабый (14.6 < 20)
2025-10-15 08:27:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -19: ADX слишком слабый (15.4 < 20)
2025-10-15 08:27:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -18: ADX слишком слабый (16.1 < 20)
2025-10-15 08:27:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -17: ADX слишком слабый (16.4 < 20)
2025-10-15 08:27:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -16: ADX слишком слабый (16.7 < 20)
2025-10-15 08:27:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -15: ADX слишком слабый (17.8 < 20)
2025-10-15 08:27:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -14: ADX слишком слабый (18.9 < 20)
2025-10-15 08:27:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -13: ADX слишком слабый (19.3 < 20)
2025-10-15 08:27:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -12: ADX слишком слабый (19.4 < 20)
2025-10-15 08:27:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -11: ADX слишком слабый (18.4 < 20)
2025-10-15 08:27:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -10: ADX слишком слабый (17.6 < 20)
2025-10-15 08:27:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -9: ADX слишком слабый (16.4 < 20)
2025-10-15 08:27:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -8: ADX слишком слабый (16.2 < 20)
2025-10-15 08:27:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -7: ADX слишком слабый (16.2 < 20)
2025-10-15 08:27:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -6: ADX слишком слабый (15.8 < 20)
2025-10-15 08:27:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -5: ADX слишком слабый (16.4 < 20)
2025-10-15 08:27:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -4: ADX слишком слабый (16.9 < 20)
2025-10-15 08:27:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -3: ADX слишком слабый (17.2 < 20)
2025-10-15 08:27:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -2: ADX слишком слабый (17.2 < 20)
2025-10-15 08:27:25 EEST | DEBUG    |     ❌ Нет недавнего пробоя swing level с объемом >1.5x, расстоянием ≥0.25 ATR и ADX > 20
2025-10-15 08:27:25 EEST | DEBUG    |   ⚪ Break & Retest → нет сигнала
2025-10-15 08:27:25 EEST | DEBUG    |   ⏭️  ATR Momentum - отключена
2025-10-15 08:27:25 EEST | DEBUG    |   ⏭️  VWAP Mean Reversion - отключена
2025-10-15 08:27:25 EEST | DEBUG    |   ⏭️  Range Fade - отключена
2025-10-15 08:27:25 EEST | DEBUG    |   🔍 Проверка: Volume Profile (15m)
2025-10-15 08:27:30 EEST | DEBUG    |     ❌ Цена не около VAH/VAL (расстояние > 0.3 ATR)
2025-10-15 08:27:30 EEST | DEBUG    |   ⚪ Volume Profile → нет сигнала
2025-10-15 08:27:30 EEST | DEBUG    |   ⏭️  RSI/Stoch MR - отключена
2025-10-15 08:27:30 EEST | DEBUG    |   🔍 Проверка: Liquidity Sweep (15m)
2025-10-15 08:27:30 EEST | DEBUG    |   ⚪ Liquidity Sweep → нет сигнала
2025-10-15 08:27:30 EEST | DEBUG    |   🔍 Проверка: Order Flow (15m)
2025-10-15 08:27:35 EEST | DEBUG    |     ❌ Объем низкий: 1.17x < 1.5x
2025-10-15 08:27:35 EEST | DEBUG    |   ⚪ Order Flow → нет сигнала
2025-10-15 08:27:35 EEST | DEBUG    |   ⏭️  CVD Divergence - отключена
2025-10-15 08:27:35 EEST | DEBUG    |   ⏭️  Time-of-Day - отключена
2025-10-15 08:27:35 EEST | DEBUG    |   🔍 Проверка: Cash-and-Carry (1h)
2025-10-15 08:27:35 EEST | DEBUG    |     ❌ Стратегия отключена: нет данных funding rate
2025-10-15 08:27:35 EEST | DEBUG    |   ⚪ Cash-and-Carry → нет сигнала
2025-10-15 08:27:35 EEST | DEBUG    |   ⏭️  Market Making - отключена
2025-10-15 08:27:35 EEST | INFO     | 📈 Итого: проверено 6, пропущено 10, сигналов 0
2025-10-15 08:27:35 EEST | INFO     | ⚪ Ни одна стратегия не дала сигнал
2025-10-15 08:27:36 EEST | INFO     | 
================================================================================
2025-10-15 08:27:36 EEST | INFO     | 🔍 АНАЛИЗ: ARKMUSDT | Режим: TREND | Bias: bearish
2025-10-15 08:27:37 EEST | INFO     | 📋 Проверка 16 стратегий...
2025-10-15 08:27:37 EEST | DEBUG    |   ⏭️  Donchian Breakout - отключена
2025-10-15 08:27:37 EEST | DEBUG    |   ⏭️  Squeeze Breakout - отключена
2025-10-15 08:27:37 EEST | DEBUG    |   ⏭️  ORB/IRB - отключена
2025-10-15 08:27:37 EEST | DEBUG    |   🔍 Проверка: MA/VWAP Pullback (4h)
2025-10-15 08:27:37 EEST | DEBUG    |     ❌ Объем низкий: 0.23x < 0.72x (адаптивный)
2025-10-15 08:27:37 EEST | DEBUG    |   ⚪ MA/VWAP Pullback → нет сигнала
2025-10-15 08:27:37 EEST | DEBUG    |   🔍 Проверка: Break & Retest (15m)
2025-10-15 08:27:37 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -20: ADX слишком слабый (10.9 < 20)
2025-10-15 08:27:37 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -19: ADX слишком слабый (10.8 < 20)
2025-10-15 08:27:37 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -18: ADX слишком слабый (10.6 < 20)
2025-10-15 08:27:37 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -17: ADX слишком слабый (10.6 < 20)
2025-10-15 08:27:37 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -16: ADX слишком слабый (10.4 < 20)
2025-10-15 08:27:37 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -15: ADX слишком слабый (10.8 < 20)
2025-10-15 08:27:37 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -14: ADX слишком слабый (11.3 < 20)
2025-10-15 08:27:37 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -13: ADX слишком слабый (11.1 < 20)
2025-10-15 08:27:37 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -12: ADX слишком слабый (10.8 < 20)
2025-10-15 08:27:37 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -11: ADX слишком слабый (10.4 < 20)
2025-10-15 08:27:37 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -10: ADX слишком слабый (10.7 < 20)
2025-10-15 08:27:37 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -9: ADX слишком слабый (11.0 < 20)
2025-10-15 08:27:37 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -8: ADX слишком слабый (10.4 < 20)
2025-10-15 08:27:37 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -7: ADX слишком слабый (10.1 < 20)
2025-10-15 08:27:37 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -6: ADX слишком слабый (9.8 < 20)
2025-10-15 08:27:37 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -5: ADX слишком слабый (10.7 < 20)
2025-10-15 08:27:37 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -4: ADX слишком слабый (11.6 < 20)
2025-10-15 08:27:37 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -3: ADX слишком слабый (11.5 < 20)
2025-10-15 08:27:37 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -2: ADX слишком слабый (11.3 < 20)
2025-10-15 08:27:37 EEST | DEBUG    |     ❌ Нет недавнего пробоя swing level с объемом >1.5x, расстоянием ≥0.25 ATR и ADX > 20
2025-10-15 08:27:37 EEST | DEBUG    |   ⚪ Break & Retest → нет сигнала
2025-10-15 08:27:37 EEST | DEBUG    |   ⏭️  ATR Momentum - отключена
2025-10-15 08:27:37 EEST | DEBUG    |   ⏭️  VWAP Mean Reversion - отключена
2025-10-15 08:27:37 EEST | DEBUG    |   ⏭️  Range Fade - отключена
2025-10-15 08:27:37 EEST | DEBUG    |   🔍 Проверка: Volume Profile (15m)
2025-10-15 08:27:42 EEST | DEBUG    |     ❌ Цена не около VAH/VAL (расстояние > 0.3 ATR)
2025-10-15 08:27:42 EEST | DEBUG    |   ⚪ Volume Profile → нет сигнала
2025-10-15 08:27:42 EEST | DEBUG    |   ⏭️  RSI/Stoch MR - отключена
2025-10-15 08:27:42 EEST | DEBUG    |   🔍 Проверка: Liquidity Sweep (15m)
2025-10-15 08:27:42 EEST | DEBUG    |   ⚪ Liquidity Sweep → нет сигнала
2025-10-15 08:27:42 EEST | DEBUG    |   🔍 Проверка: Order Flow (15m)
2025-10-15 08:27:46 EEST | DEBUG    |     ❌ Цена не около ключевого уровня VAH/VAL/POC (расстояние > 0.3 ATR)
2025-10-15 08:27:46 EEST | DEBUG    |   ⚪ Order Flow → нет сигнала
2025-10-15 08:27:46 EEST | DEBUG    |   ⏭️  CVD Divergence - отключена
2025-10-15 08:27:46 EEST | DEBUG    |   ⏭️  Time-of-Day - отключена
2025-10-15 08:27:46 EEST | DEBUG    |   🔍 Проверка: Cash-and-Carry (1h)
2025-10-15 08:27:46 EEST | DEBUG    |     ❌ Стратегия отключена: нет данных funding rate
2025-10-15 08:27:46 EEST | DEBUG    |   ⚪ Cash-and-Carry → нет сигнала
2025-10-15 08:27:46 EEST | DEBUG    |   ⏭️  Market Making - отключена
2025-10-15 08:27:46 EEST | INFO     | 📈 Итого: проверено 6, пропущено 10, сигналов 0
2025-10-15 08:27:46 EEST | INFO     | ⚪ Ни одна стратегия не дала сигнал
2025-10-15 08:27:47 EEST | INFO     | 
================================================================================
2025-10-15 08:27:47 EEST | INFO     | 🔍 АНАЛИЗ: YGGUSDT | Режим: TREND | Bias: neutral
2025-10-15 08:27:48 EEST | INFO     | 📋 Проверка 16 стратегий...
2025-10-15 08:27:48 EEST | DEBUG    |   ⏭️  Donchian Breakout - отключена
2025-10-15 08:27:48 EEST | DEBUG    |   ⏭️  Squeeze Breakout - отключена
2025-10-15 08:27:48 EEST | DEBUG    |   ⏭️  ORB/IRB - отключена
2025-10-15 08:27:48 EEST | DEBUG    |   🔍 Проверка: MA/VWAP Pullback (4h)
2025-10-15 08:27:48 EEST | DEBUG    |     ❌ SHORT: цена не в Фибо зоне 38.2%-61.8%: 0.15 вне [0.10, 0.13]
2025-10-15 08:27:48 EEST | DEBUG    |   ⚪ MA/VWAP Pullback → нет сигнала
2025-10-15 08:27:48 EEST | DEBUG    |   🔍 Проверка: Break & Retest (15m)
2025-10-15 08:27:48 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -20: ADX слишком слабый (9.1 < 20)
2025-10-15 08:27:48 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -19: ADX слишком слабый (9.3 < 20)
2025-10-15 08:27:48 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -18: ADX слишком слабый (9.5 < 20)
2025-10-15 08:27:48 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -17: ADX слишком слабый (9.7 < 20)
2025-10-15 08:27:48 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -16: ADX слишком слабый (10.5 < 20)
2025-10-15 08:27:48 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -15: ADX слишком слабый (11.9 < 20)
2025-10-15 08:27:48 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -14: ADX слишком слабый (13.5 < 20)
2025-10-15 08:27:48 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -13: ADX слишком слабый (14.0 < 20)
2025-10-15 08:27:48 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -12: ADX слишком слабый (14.4 < 20)
2025-10-15 08:27:48 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -11: ADX слишком слабый (14.0 < 20)
2025-10-15 08:27:48 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -10: ADX слишком слабый (13.2 < 20)
2025-10-15 08:27:48 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -9: ADX слишком слабый (12.5 < 20)
2025-10-15 08:27:48 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -8: ADX слишком слабый (12.6 < 20)
2025-10-15 08:27:48 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -7: ADX слишком слабый (12.6 < 20)
2025-10-15 08:27:48 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -6: ADX слишком слабый (12.3 < 20)
2025-10-15 08:27:48 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -5: ADX слишком слабый (13.0 < 20)
2025-10-15 08:27:48 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -4: ADX слишком слабый (12.6 < 20)
2025-10-15 08:27:48 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -3: ADX слишком слабый (14.6 < 20)
2025-10-15 08:27:48 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -2: ADX слишком слабый (16.9 < 20)
2025-10-15 08:27:48 EEST | DEBUG    |     ❌ Нет недавнего пробоя swing level с объемом >1.5x, расстоянием ≥0.25 ATR и ADX > 20
2025-10-15 08:27:48 EEST | DEBUG    |   ⚪ Break & Retest → нет сигнала
2025-10-15 08:27:48 EEST | DEBUG    |   ⏭️  ATR Momentum - отключена
2025-10-15 08:27:48 EEST | DEBUG    |   ⏭️  VWAP Mean Reversion - отключена
2025-10-15 08:27:48 EEST | DEBUG    |   ⏭️  Range Fade - отключена
2025-10-15 08:27:48 EEST | DEBUG    |   🔍 Проверка: Volume Profile (15m)
2025-10-15 08:27:52 EEST | DEBUG    |     ❌ Цена не около VAH/VAL (расстояние > 0.3 ATR)
2025-10-15 08:27:52 EEST | DEBUG    |   ⚪ Volume Profile → нет сигнала
2025-10-15 08:27:52 EEST | DEBUG    |   ⏭️  RSI/Stoch MR - отключена
2025-10-15 08:27:52 EEST | DEBUG    |   🔍 Проверка: Liquidity Sweep (15m)
2025-10-15 08:27:52 EEST | DEBUG    |   ⚪ Liquidity Sweep → нет сигнала
2025-10-15 08:27:52 EEST | DEBUG    |   🔍 Проверка: Order Flow (15m)
2025-10-15 08:27:57 EEST | DEBUG    |     ❌ Объем низкий: 1.19x < 1.5x
2025-10-15 08:27:57 EEST | DEBUG    |   ⚪ Order Flow → нет сигнала
2025-10-15 08:27:57 EEST | DEBUG    |   ⏭️  CVD Divergence - отключена
2025-10-15 08:27:57 EEST | DEBUG    |   ⏭️  Time-of-Day - отключена
2025-10-15 08:27:57 EEST | DEBUG    |   🔍 Проверка: Cash-and-Carry (1h)
2025-10-15 08:27:57 EEST | DEBUG    |     ❌ Стратегия отключена: нет данных funding rate
2025-10-15 08:27:57 EEST | DEBUG    |   ⚪ Cash-and-Carry → нет сигнала
2025-10-15 08:27:57 EEST | DEBUG    |   ⏭️  Market Making - отключена
2025-10-15 08:27:57 EEST | INFO     | 📈 Итого: проверено 6, пропущено 10, сигналов 0
2025-10-15 08:27:57 EEST | INFO     | ⚪ Ни одна стратегия не дала сигнал
2025-10-15 08:27:57 EEST | INFO     | 
================================================================================
2025-10-15 08:27:57 EEST | INFO     | 🔍 АНАЛИЗ: SEIUSDT | Режим: TREND | Bias: bearish
2025-10-15 08:27:58 EEST | INFO     | 📋 Проверка 16 стратегий...
2025-10-15 08:27:58 EEST | DEBUG    |   ⏭️  Donchian Breakout - отключена
2025-10-15 08:27:58 EEST | DEBUG    |   ⏭️  Squeeze Breakout - отключена
2025-10-15 08:27:58 EEST | DEBUG    |   ⏭️  ORB/IRB - отключена
2025-10-15 08:27:58 EEST | DEBUG    |   🔍 Проверка: MA/VWAP Pullback (4h)
2025-10-15 08:27:58 EEST | DEBUG    |     ❌ Объем низкий: 0.15x < 0.72x (адаптивный)
2025-10-15 08:27:58 EEST | DEBUG    |   ⚪ MA/VWAP Pullback → нет сигнала
2025-10-15 08:27:58 EEST | DEBUG    |   🔍 Проверка: Break & Retest (15m)
2025-10-15 08:27:58 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -20: ADX слишком слабый (11.6 < 20)
2025-10-15 08:27:58 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -19: ADX слишком слабый (11.1 < 20)
2025-10-15 08:27:58 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -18: ADX слишком слабый (10.6 < 20)
2025-10-15 08:27:58 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -17: ADX слишком слабый (10.2 < 20)
2025-10-15 08:27:58 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -16: ADX слишком слабый (9.5 < 20)
2025-10-15 08:27:58 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -15: ADX слишком слабый (9.8 < 20)
2025-10-15 08:27:58 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -14: ADX слишком слабый (10.4 < 20)
2025-10-15 08:27:58 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -13: ADX слишком слабый (10.7 < 20)
2025-10-15 08:27:58 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -12: ADX слишком слабый (10.8 < 20)
2025-10-15 08:27:58 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -11: ADX слишком слабый (10.2 < 20)
2025-10-15 08:27:58 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -10: ADX слишком слабый (10.4 < 20)
2025-10-15 08:27:58 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -9: ADX слишком слабый (10.4 < 20)
2025-10-15 08:27:58 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -8: ADX слишком слабый (10.2 < 20)
2025-10-15 08:27:58 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -7: ADX слишком слабый (10.0 < 20)
2025-10-15 08:27:58 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -6: ADX слишком слабый (9.9 < 20)
2025-10-15 08:27:58 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -5: ADX слишком слабый (10.8 < 20)
2025-10-15 08:27:58 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -4: ADX слишком слабый (11.5 < 20)
2025-10-15 08:27:58 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -3: ADX слишком слабый (11.3 < 20)
2025-10-15 08:27:58 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -2: ADX слишком слабый (11.1 < 20)
2025-10-15 08:27:58 EEST | DEBUG    |     ❌ Нет недавнего пробоя swing level с объемом >1.5x, расстоянием ≥0.25 ATR и ADX > 20
2025-10-15 08:27:58 EEST | DEBUG    |   ⚪ Break & Retest → нет сигнала
2025-10-15 08:27:58 EEST | DEBUG    |   ⏭️  ATR Momentum - отключена
2025-10-15 08:27:58 EEST | DEBUG    |   ⏭️  VWAP Mean Reversion - отключена
2025-10-15 08:27:58 EEST | DEBUG    |   ⏭️  Range Fade - отключена
2025-10-15 08:27:58 EEST | DEBUG    |   🔍 Проверка: Volume Profile (15m)
2025-10-15 08:28:03 EEST | DEBUG    |     ❌ Цена не около VAH/VAL (расстояние > 0.3 ATR)
2025-10-15 08:28:03 EEST | DEBUG    |   ⚪ Volume Profile → нет сигнала
2025-10-15 08:28:03 EEST | DEBUG    |   ⏭️  RSI/Stoch MR - отключена
2025-10-15 08:28:03 EEST | DEBUG    |   🔍 Проверка: Liquidity Sweep (15m)
2025-10-15 08:28:03 EEST | DEBUG    |   ⚪ Liquidity Sweep → нет сигнала
2025-10-15 08:28:03 EEST | DEBUG    |   🔍 Проверка: Order Flow (15m)
2025-10-15 08:28:08 EEST | DEBUG    |     ❌ Объем низкий: 1.12x < 1.5x
2025-10-15 08:28:08 EEST | DEBUG    |   ⚪ Order Flow → нет сигнала
2025-10-15 08:28:08 EEST | DEBUG    |   ⏭️  CVD Divergence - отключена
2025-10-15 08:28:08 EEST | DEBUG    |   ⏭️  Time-of-Day - отключена
2025-10-15 08:28:08 EEST | DEBUG    |   🔍 Проверка: Cash-and-Carry (1h)
2025-10-15 08:28:08 EEST | DEBUG    |     ❌ Стратегия отключена: нет данных funding rate
2025-10-15 08:28:08 EEST | DEBUG    |   ⚪ Cash-and-Carry → нет сигнала
2025-10-15 08:28:08 EEST | DEBUG    |   ⏭️  Market Making - отключена
2025-10-15 08:28:08 EEST | INFO     | 📈 Итого: проверено 6, пропущено 10, сигналов 0
2025-10-15 08:28:08 EEST | INFO     | ⚪ Ни одна стратегия не дала сигнал
2025-10-15 08:28:08 EEST | INFO     | 
================================================================================
2025-10-15 08:28:08 EEST | INFO     | 🔍 АНАЛИЗ: TIAUSDT | Режим: TREND | Bias: bearish
2025-10-15 08:28:09 EEST | INFO     | 📋 Проверка 16 стратегий...
2025-10-15 08:28:09 EEST | DEBUG    |   ⏭️  Donchian Breakout - отключена
2025-10-15 08:28:09 EEST | DEBUG    |   ⏭️  Squeeze Breakout - отключена
2025-10-15 08:28:09 EEST | DEBUG    |   ⏭️  ORB/IRB - отключена
2025-10-15 08:28:09 EEST | DEBUG    |   🔍 Проверка: MA/VWAP Pullback (4h)
2025-10-15 08:28:09 EEST | DEBUG    |     ❌ Объем низкий: 0.21x < 0.72x (адаптивный)
2025-10-15 08:28:09 EEST | DEBUG    |   ⚪ MA/VWAP Pullback → нет сигнала
2025-10-15 08:28:09 EEST | DEBUG    |   🔍 Проверка: Break & Retest (15m)
2025-10-15 08:28:09 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -20: ADX слишком слабый (15.8 < 20)
2025-10-15 08:28:09 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -19: ADX слишком слабый (14.7 < 20)
2025-10-15 08:28:09 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -18: ADX слишком слабый (13.8 < 20)
2025-10-15 08:28:09 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -17: ADX слишком слабый (13.5 < 20)
2025-10-15 08:28:09 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -16: ADX слишком слабый (12.9 < 20)
2025-10-15 08:28:09 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -15: ADX слишком слабый (12.4 < 20)
2025-10-15 08:28:09 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -14: ADX слишком слабый (12.0 < 20)
2025-10-15 08:28:09 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -13: ADX слишком слабый (11.3 < 20)
2025-10-15 08:28:09 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -12: ADX слишком слабый (10.8 < 20)
2025-10-15 08:28:09 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -11: ADX слишком слабый (10.4 < 20)
2025-10-15 08:28:09 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -10: ADX слишком слабый (10.3 < 20)
2025-10-15 08:28:09 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -9: ADX слишком слабый (10.2 < 20)
2025-10-15 08:28:09 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -8: ADX слишком слабый (9.9 < 20)
2025-10-15 08:28:09 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -7: ADX слишком слабый (9.5 < 20)
2025-10-15 08:28:09 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -6: ADX слишком слабый (9.2 < 20)
2025-10-15 08:28:09 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -5: ADX слишком слабый (9.7 < 20)
2025-10-15 08:28:09 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -4: ADX слишком слабый (10.1 < 20)
2025-10-15 08:28:09 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -3: ADX слишком слабый (10.0 < 20)
2025-10-15 08:28:09 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -2: ADX слишком слабый (9.8 < 20)
2025-10-15 08:28:09 EEST | DEBUG    |     ❌ Нет недавнего пробоя swing level с объемом >1.5x, расстоянием ≥0.25 ATR и ADX > 20
2025-10-15 08:28:09 EEST | DEBUG    |   ⚪ Break & Retest → нет сигнала
2025-10-15 08:28:09 EEST | DEBUG    |   ⏭️  ATR Momentum - отключена
2025-10-15 08:28:09 EEST | DEBUG    |   ⏭️  VWAP Mean Reversion - отключена
2025-10-15 08:28:09 EEST | DEBUG    |   ⏭️  Range Fade - отключена
